last_name, first_name,player_id,year,pitch_hand,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,
Scherzer, Max,453286,2017,R,3099,45.8,94,2503,56.3,93.2,2495,29.4,83.1,2433,14.3,84.6,1519,
Richard, Clayton,453385,2017,L,3012,33,90.8,2117,68.7,90.5,2090,20.3,81.5,2211,11,83.7,1848,
Arrieta, Jake,453562,2017,R,2726,2.1,92.2,2312,63.4,92.2,2260,28.3,83.3,2578,8.3,87.3,1800,
Lynn, Lance,458681,2017,R,3144,36.7,92.4,2375,89.9,91.3,2316,4.8,78.9,2184,5.3,86,1987,
Gonzalez, Gio,461829,2017,L,3357,36.1,90,2247,56.6,89.7,2208,24.7,74.8,2708,18.7,83,1676,
Estrada, Marco,462136,2017,R,3242,53.5,89.8,2386,60.4,89.5,2401,7.7,77.5,2662,31.9,77.5,2125,
Nova, Ivan,467100,2017,R,2574,25.2,93.1,2252,68,92.8,2193,22.1,80.6,2352,9.8,86.4,1965,
Chacin, Jhoulys,468504,2017,R,2905,16.3,91.4,2207,54.7,91.2,2146,39.3,79.6,2482,6,83.3,1503,
Carrasco, Carlos,471911,2017,R,3038,40.2,94.3,2260,49.3,94.2,2228,34.6,84.3,2588,16.1,88.4,1485,
Hellickson, Jeremy,476451,2017,R,2605,22.3,90.1,2096,57.1,89.4,2143,12.6,76.7,2924,30.3,81.3,1830,
Kershaw, Clayton,477132,2017,L,2447,46.5,92.8,2340,47.7,92.9,2340,51.3,83.6,2435,1,85.9,2171,
Cashner, Andrew,488768,2017,R,2631,12.8,93.8,2193,66.9,93.2,2104,19.6,85.4,2120,13.5,84.9,1495,
Quintana, Jose,500779,2017,L,3168,37.5,92.2,2042,62.8,92.1,2029,28.1,77.1,2187,9,86.1,1329,
Archer, Chris,502042,2017,R,3394,47.4,95.5,2249,47.4,95.5,2249,44.5,88.9,2546,8,85.9,1766,
Cobb, Alex,502171,2017,R,2845,1.2,91.1,2045,51.7,91.7,2101,34.1,80.5,2536,14.3,85.6,1599,
Samardzija, Jeff,502188,2017,R,3262,18.7,94.3,2479,58.3,93.9,2474,33.4,84.7,2392,8.3,86.7,1690,
Leake, Mike,502190,2017,R,2721,3.2,90.6,2166,67.5,89.8,2075,20.6,80.2,2510,11.9,84.5,1770,
Darvish, Yu,506433,2017,R,3034,35.5,94.3,2505,66.6,93,2489,30.8,80.8,2633,2.6,87.7,1823,
Moore, Matt,519043,2017,L,2871,51.7,91.9,2257,66.4,91.3,2238,17.7,81.1,2394,15.9,83.1,1727,
Nelson, Jimmy,519076,2017,R,2750,29.3,94.1,2300,61.3,93.9,2213,36.1,86.2,2548,2.7,87.6,1561,
Pomeranz, Drew,519141,2017,L,3043,53,91.4,2359,61.6,90.9,2353,37,79.4,2204,1.4,81.1,1697,
Porcello, Rick,519144,2017,R,3368,33.3,92.1,2441,59.2,91.1,2389,32.5,80.4,2671,8.3,80.3,1621,
Sale, Chris,519242,2017,L,3423,36.9,94.8,2336,48.3,94.5,2305,32.9,79.8,2395,18.8,86.8,2016,
Perez, Martin,527048,2017,L,3088,23.3,93.2,2085,58.7,93.1,2048,20.9,81.6,2455,20.4,84.6,1780,
Teheran, Julio,527054,2017,R,3063,39.9,91.4,2274,64.8,91.3,2229,28.7,79.7,2503,6.5,81.9,1595,
Cole, Gerrit,543037,2017,R,3276,47.1,95.9,2164,60.2,95.8,2149,29.5,84.9,2528,10.3,88.5,1631,
Gray, Sonny,543243,2017,R,2661,28.8,93.5,2484,60.7,92.7,2279,30,83.3,2866,9.4,89.5,1827,
Roark, Tanner,543699,2017,R,3210,20.1,92.5,2088,56.4,92.3,2058,31.5,81.1,2511,12.2,83.7,1757,
Strasburg, Stephen,544931,2017,R,2667,45.6,95.4,2171,54.8,95.3,2164,27.7,83.8,2707,17.5,88.6,1745,
Bauer, Trevor,545333,2017,R,3145,35.8,94.1,2277,61.1,92.5,2325,31.2,78.8,2546,7.7,86.8,1646,
Tanaka, Masahiro,547888,2017,R,2718,14.2,92.3,2227,37.6,91.5,2153,37.4,83.4,2377,25,87.6,1496,
Urena, Jose,570632,2017,R,2876,31.3,95.8,2175,54.7,95.6,2164,23.8,85,2305,21.5,88.6,1807,
Corbin, Patrick,571578,2017,L,3073,27.3,92.3,2293,53.3,92.2,2269,37.6,80.9,2359,9.1,83.5,1797,
Straily, Dan,573185,2017,R,3049,45,90.5,2227,50.5,90.4,2230,32.1,82.8,2408,17.4,83.4,1408,
Stroman, Marcus,573186,2017,R,3132,11.3,93.7,2302,66.1,93.2,2274,27.9,85.8,2735,6,82.7,1680,
Gausman, Kevin,592332,2017,R,3344,64.2,94.9,2249,64.2,94.9,2249,13.9,82.6,2291,21.9,85,1602,
Ray, Robbie,592662,2017,L,2708,56.5,94.2,2276,59.2,94.1,2276,40.8,83.2,2067,,,,
Martinez, Carlos,593372,2017,R,3118,28.1,96.3,2091,55.5,95.6,2049,27.5,85,2183,16.9,87.8,1988,
deGrom, Jacob,594798,2017,R,3160,39.6,95.2,2362,55.3,95.1,2343,32.2,86.9,2480,12.4,87.7,1793,
Bundy, Dylan,605164,2017,R,2815,44,92.2,2485,53.7,92.1,2469,32.8,80.3,2403,13.5,83.6,1754,
Davies, Zach,605200,2017,R,3073,,,,70.6,89.1,2135,15.5,73.4,2603,14,79.4,1795,
Fulmer, Michael,605242,2017,R,2469,26.7,95.7,2104,59.7,95.8,2065,21.5,88.9,2377,18.8,87.8,1748,
Nola, Aaron,605400,2017,R,2663,32.5,92.3,2098,53.7,91.9,2074,30.8,77.4,2544,15.5,83.8,1435,
Perdomo, Luis,606131,2017,R,2550,11.3,94.3,1969,62.8,94,1955,32,84.4,2338,5.1,87.2,1488,
Wacha, Michael,608379,2017,R,2681,49.6,95.1,2159,70,94.1,2155,11.5,76.5,2234,18.5,87.8,1702,
Marquez, German,608566,2017,R,2654,51.9,95,2174,65.8,94.9,2171,29.2,81.5,2589,5,85.6,1682,
Blach, Ty,621389,2017,L,2512,1.3,90.6,2158,60.1,90.1,2104,16.2,77.4,2231,23.7,80.2,1990,
Severino, Luis,622663,2017,R,3081,51.3,97.5,2301,51.3,97.5,2301,35.1,88.3,2689,13.6,87.2,1671,
Colon, Bartolo,112526,2016,R,2797,25.9,90.4,2264,89.4,88.4,2148,6.4,82.4,2282,4.2,81.5,1683,
Sabathia, CC,282332,2016,L,2895,35.6,89,2192,71.4,89.3,2104,22.9,80.4,2085,5.8,82.5,1957,
Dickey, R.A.,285079,2016,R,2653,13,82.9,1889,13,82.9,1889,87,76.6,1592,,,,
Lackey, John,407793,2016,R,2740,37.2,92.4,2270,81,90,2244,13.5,78.9,2329,5.5,84.9,1871,
Wainwright, Adam,425794,2016,R,3148,13,90.8,2192,70.5,88.8,2241,26.9,74.4,2657,2.6,83.3,1583,
Santana, Ervin,429722,2016,R,2882,51.1,93.4,2250,52.8,93.3,2243,39.5,84.1,2081,7.7,85.6,1456,
Hamels, Cole,430935,2016,L,3203,26.6,92.6,2083,67.2,92,2071,14.6,79.8,2141,18.3,84.8,1623,
Verlander, Justin,434378,2016,R,3655,57.8,94.1,2558,57.8,94.1,2558,33.7,84.1,2612,8.5,85.9,2057,
Liriano, Francisco,434538,2016,L,2775,2.5,93.1,2094,51.2,93.3,2040,29.2,85.9,2231,19.5,85.9,1784,
Hammel, Jason,434628,2016,R,2611,29.1,92.6,2212,50.7,92.7,2198,46.6,83.8,2319,2.7,85.4,1692,
Nolasco, Ricky,445060,2016,R,3116,24,91,2099,48.6,90.9,2041,43.9,79.7,2302,7.4,80,1386,
Kluber, Corey,446372,2016,R,3156,17.2,92.9,2443,52.8,93.1,2308,42.7,87,2622,4.5,85.8,1673,
Shields, James,448306,2016,R,3108,24.9,91.1,2289,62.3,89.7,2276,16.5,77.6,2531,21.3,84.3,1765,
Garcia, Jaime,448802,2016,L,2547,29.6,91.1,2416,63.4,91.1,2343,18.5,80.4,2806,18.1,82.8,2019,
Volquez, Edinson,450172,2016,R,3220,12.4,94,2312,53.1,93.8,2308,24.7,80.5,2817,22.2,84,1200,
Weaver, Jered,450308,2016,R,2762,28,83.8,2267,44.2,83.5,2213,38.7,72.7,2457,17.1,74.9,1850,
Fister, Doug,450729,2016,R,2971,22.2,87.5,1989,78.9,86.8,1998,14.7,70.9,2060,6.4,79.5,1640,
Lester, Jon,452657,2016,L,3089,50.9,92.7,2301,82.5,91.7,2283,12.6,75.1,2532,4.9,85.4,1744,
Kennedy, Ian,453178,2016,R,3352,57.8,92.7,2384,66.3,92.8,2388,22,81.1,2308,11.8,84.5,1887,
Scherzer, Max,453286,2016,R,3428,54.7,95,2550,57.3,94.8,2549,30.7,84.6,2379,12,85.9,1514,
Arrieta, Jake,453562,2016,R,3101,20.5,94.2,2317,65,94.4,2307,30.2,86.3,2581,4.8,89.3,2070,
Price, David,456034,2016,L,3571,13.3,93.6,2176,68.7,92.1,2120,8.7,79.5,2203,22.6,85.1,1806,
Cueto, Johnny,456501,2016,R,3251,24.5,92.6,2316,61.9,91.2,2280,18.3,83.9,2280,19.8,83.3,1573,
Happ, J.A.,457918,2016,L,3009,58.5,92.4,2379,73.5,92.2,2348,20.2,83.2,2212,6.3,84.4,1934,
Tomlin, Josh,458708,2016,R,2556,29.7,88.4,2425,77,87.2,2508,15,75.6,2753,8,83.8,1735,
Gonzalez, Gio,461829,2016,L,3013,37.5,91.6,2252,63.6,91.4,2226,20.1,77.7,2842,16.3,84.3,1708,
Estrada, Marco,462136,2016,R,2760,41.4,88.5,2403,61.6,88.2,2413,9.9,76.6,2687,28.5,77.5,2142,
Nova, Ivan,467100,2016,R,2295,12.4,93.4,2267,64.5,93.2,2171,30.9,81.2,2282,4.6,86.9,2006,
Hellickson, Jeremy,476451,2016,R,2911,30.4,90.7,2105,49,90.6,2091,24.8,80.7,2736,26.2,81.1,1791,
Miley, Wade,489119,2016,L,2703,39.4,90.9,2177,49.8,90.9,2160,32.3,82.1,2329,17.8,83.1,1933,
Quintana, Jose,500779,2016,L,3266,44.1,92.6,2065,67.2,92.6,2042,25,78.2,2134,7.8,86.6,1322,
Pineda, Michael,501381,2016,R,3006,47.5,94.7,2086,51.5,94.7,2083,40.1,86.1,2004,8.3,89.1,1896,
Tillman, Chris,501957,2016,R,2926,52.9,92.3,2301,56.6,92.3,2303,28,81.6,2183,15.4,84.3,1651,
Archer, Chris,502042,2016,R,3391,48.5,95,2190,48.5,95,2190,40.6,88.8,2315,10.9,87.4,1810,
Samardzija, Jeff,502188,2016,R,3145,32.8,94.7,2450,67.2,94.4,2451,25,84.9,2387,7.8,86.3,1595,
Leake, Mike,502190,2016,R,2588,6.7,90.1,2253,76.3,90.8,2121,15.1,80.5,2525,8.6,85.6,1837,
Santiago, Hector,502327,2016,L,3120,,,,69.6,91.5,2242,9.1,77.2,2140,21.4,83.4,2004,
Bettis, Chad,518452,2016,R,3035,48.1,92.3,1963,58.6,92.1,1945,29.7,82.2,2142,11.7,86.6,1521,
Bumgarner, Madison,518516,2016,L,3458,39.9,91.2,2303,51,91.3,2303,45.3,83.2,2328,3.7,84.3,1720,
Duffy, Danny,518633,2016,L,2682,38.3,95.5,2234,59.5,95.4,2216,23.1,84.1,2312,17.3,85.8,2512,
Moore, Matt,519043,2016,L,3139,52.9,93.5,2285,64.9,93.3,2279,22.5,81.9,2514,12.6,84.9,1564,
Nelson, Jimmy,519076,2016,R,2964,21.9,93.6,2324,71,93.7,2220,28.2,85.9,2363,0.8,86.4,2004,
Pomeranz, Drew,519141,2016,L,2820,39,91.8,2467,51.2,90.5,2449,39.3,79.7,2160,9.6,87,2299,
Porcello, Rick,519144,2016,R,3378,22.2,92.2,2447,60.1,90.9,2395,26.5,79.7,2654,13.4,81.4,1688,
Sale, Chris,519242,2016,L,3314,,,,55.2,93.7,2235,25.3,79.1,2251,19.5,86.8,2137,
Perez, Martin,527048,2016,L,3049,24.8,93.6,2109,62.1,93.3,2063,20.8,83,2303,17.1,84.9,1707,
Teheran, Julio,527054,2016,R,2916,47,91.7,2288,55.7,91.5,2254,35.4,79.1,2373,8.9,82.9,1518,
Hendricks, Kyle,543294,2016,R,2825,3.7,90.2,2177,65.6,88.3,2018,7.7,76,2880,26.7,80.7,2113,
Koehler, Tom,543408,2016,R,2977,39.8,92.4,2102,46.3,92.5,2093,47.1,82.8,2329,6.6,85.2,1614,
McHugh, Collin,543521,2016,R,3086,28.7,90.7,2202,64.7,89.2,2341,30,72.9,2619,5.2,84.1,1650,
Odorizzi, Jake,543606,2016,R,3290,31.1,91.9,2268,66.6,91.7,2256,13.6,79.8,2203,19.8,85.3,1514,
Roark, Tanner,543699,2016,R,3333,4.6,92.7,2118,62.4,92.7,2076,27.8,82.2,2555,9.8,84.4,1846,
Bauer, Trevor,545333,2016,R,3007,23.7,94,2245,67.9,92.8,2288,19.8,77.6,2513,12.3,87,1739,
Iwakuma, Hisashi,547874,2016,R,2931,18.7,88.9,2241,53.2,88.1,2129,27.5,78.4,2230,19.2,83.7,1541,
Tanaka, Masahiro,547888,2016,R,2866,6.6,92.6,2243,37.1,90.9,2096,32.9,83.1,2237,29.9,87.2,1594,
Ventura, Yordano,570649,2016,R,3041,23.2,96.9,2190,56.2,96.8,2122,25.3,83.6,2626,18.4,86.7,1500,
Fiers, Mike,571666,2016,R,2756,43.3,90,2188,54.1,89.4,2215,26.4,76.5,2581,19.5,83.1,1765,
Keuchel, Dallas,572971,2016,L,2654,9.5,88.8,2157,64.5,88.5,2099,26.2,78.5,2201,9.3,80,1598,
Straily, Dan,573185,2016,R,3021,47.1,89.8,2212,51.3,89.8,2205,30.8,82,2322,17.9,82.9,1314,
Stroman, Marcus,573186,2016,R,3061,13.8,93.3,2341,75.5,92.3,2306,19.3,83.9,2654,5.1,85.1,1444,
Gausman, Kevin,592332,2016,R,3072,61.5,95.4,2306,65.9,95.3,2303,13.4,80.3,2266,20.7,85.1,1585,
Gray, Jon,592351,2016,R,2780,55.3,95.8,2183,55.3,95.8,2183,37.3,85.9,2440,7.4,85.9,1683,
Ray, Robbie,592662,2016,L,3062,46.5,94.9,2277,71.4,94.7,2274,22.6,84.8,2152,6,87.2,1918,
Sanchez, Aaron,592717,2016,R,2905,19,95.2,2278,75,95.4,2270,16.2,78.6,2844,8.8,88.8,2051,
Smyly, Drew,592767,2016,L,2874,56.1,90.8,2185,71.4,89.7,2170,22.9,76.2,1762,5.7,80.3,1477,
Syndergaard, Noah,592789,2016,R,2910,35.1,98.7,2202,59.2,98.6,2183,29.7,89,2112,11.2,90.3,1765,
Martinez, Carlos,593372,2016,R,3015,27.2,97.2,2129,57.1,96.4,2085,23.4,85.4,2146,19.4,87.6,2009,
Eickhoff, Jerad,595191,2016,R,2999,36.2,91.6,2237,52.8,91.6,2209,42.1,78.5,2433,5.1,84.6,1806,
Davies, Zach,605200,2016,R,2523,,,,68.6,89.1,2106,10.7,72.8,2544,20.7,79,1743,
Fernandez, Jose,605228,2016,R,2894,50.4,95.9,2441,53.9,95.8,2431,33.6,84.4,2379,12.5,88.8,1552,
Finnegan, Brandon,605232,2016,L,2873,12.7,92.3,2230,65.2,92.3,2187,23.4,84,2142,11.5,85.5,1646,
Rodon, Carlos,607074,2016,L,2702,33,94.2,2243,63.8,94,2178,25.6,87.2,2315,10.6,84.1,1610,
Graveman, Kendall,608665,2016,R,2779,5.9,91.7,2427,86.2,92.1,2301,6.4,80.2,2320,7.3,85.6,1700,
Maeda, Kenta,628317,2016,R,2898,29.4,90.7,2348,42.9,90.6,2302,47.4,78.6,2454,9.6,83.1,1740,
Wainwright, Adam,425794,2020,R,930,9.2,89.2,2218,59.2,87.6,2253,38.3,73.5,2791,2.5,81.8,1683,
Greinke, Zack,425844,2020,R,996,43.4,88.1,2329,43.5,88.1,2329,33.2,77.7,2425,23.3,86.2,1679,
Lester, Jon,452657,2020,L,1008,27.8,89.4,2217,73.7,88.4,2249,12.8,73.4,2569,13.5,83.4,1905,
Scherzer, Max,453286,2020,R,1213,46,94.7,2472,55.6,94,2489,28.4,82.8,2511,16.1,84.9,1446,
Cueto, Johnny,456501,2020,R,1137,33.2,91.4,2224,43.7,91.3,2202,29.2,82.1,2301,27.1,82.5,1333,
Lynn, Lance,458681,2020,R,1399,50.2,94,2492,90.5,92.5,2486,8.4,83.9,2618,1.1,84.6,1781,
Carrasco, Carlos,471911,2020,R,1101,34,93.8,2470,38.5,93.6,2457,33.5,85.5,2828,28,87.7,1374,
Gibson, Kyle,502043,2020,R,1139,13.9,92.4,2266,49.9,92.2,2173,32.3,81.9,2462,17.8,84.4,1652,
Darvish, Yu,506433,2020,R,1150,14.6,95.9,2595,63.8,90.1,2698,26.8,80.1,2768,9.4,90.2,1645,
Perez, Martin,527048,2020,L,1033,15.1,92.2,2049,64.9,90.4,2087,9.4,77.7,2521,25.8,83.7,1704,
Cole, Gerrit,543037,2020,R,1203,52.8,96.7,2505,52.8,96.7,2505,41.6,86.5,2672,5.6,88.3,1750,
Hendricks, Kyle,543294,2020,R,1162,20.1,87.4,1972,54.5,87.3,1903,16.6,72.1,2810,28.9,79.7,2064,
Bauer, Trevor,545333,2020,R,1165,47.4,93.5,2779,67.5,91,2817,32.2,80.2,2939,0.3,85,1731,
Ryu, Hyun Jin,547943,2020,L,1132,24.1,89.8,1996,58.9,87.9,2001,13.3,72.4,2539,27.8,79.6,1478,
Wheeler, Zack,554430,2020,R,1078,42.1,96.9,2336,65.8,96.8,2289,26,86,2485,8.3,90.1,1641,
Boyd, Matthew,571510,2020,L,1086,50.3,91.7,2305,52.7,91.7,2303,30.1,78,2369,17.2,79.1,1900,
Corbin, Patrick,571578,2020,L,1068,17.2,90.2,2158,52.1,90.1,2116,42.3,78.5,2222,5.6,77.7,1550,
Heaney, Andrew,571760,2020,L,1085,57.8,91.5,2436,57.8,91.5,2436,24.8,79.2,2550,17.4,83,2005,
Keuchel, Dallas,572971,2020,L,960,2.3,88.3,2218,65.5,86.1,2149,6.6,75.8,2280,27.9,78.6,1705,
deGrom, Jacob,594798,2020,R,1135,44.9,98.6,2477,44.9,98.6,2477,38.1,91.9,2570,16.9,91.4,1638,
Gonzales, Marco,594835,2020,L,1057,,,,69.6,87,2156,16.1,75.3,2294,14.3,80.6,2114,
Bassitt, Chris,605135,2020,R,946,16.6,93.3,2160,77.4,91.4,2146,12.4,71.3,2204,10.3,83.6,1971,
Bundy, Dylan,605164,2020,R,1018,33.6,90,2422,41.9,90.1,2407,36.7,77.9,2478,21.3,82.2,1665,
Davies, Zach,605200,2020,R,1055,,,,55.8,88.1,2089,2.8,74.5,2509,41.3,79.4,1728,
Nola, Aaron,605400,2020,R,1148,25.3,92.8,2184,46,92.3,2145,26.7,78.6,2499,27.4,84.9,1518,
Woodruff, Brandon,605540,2020,R,1211,34.5,96.6,2457,65.2,96.4,2413,17.3,86.4,2555,17.5,86.7,1817,
Freeland, Kyle,607536,2020,L,1124,21.3,92.1,2438,33.5,91.9,2426,42.5,83.6,2460,24,86,1375,
Giolito, Lucas,608337,2020,R,1214,50.6,94,2349,50.6,94,2349,15.7,84.4,2120,33.7,80.9,1414,
Marquez, German,608566,2020,R,1226,38.5,95.9,2157,52.4,95.6,2152,42.3,86.5,2592,5.3,86.8,1816,
Mills, Alec,621219,2020,R,945,25.7,89.8,2185,58.9,89.9,2197,25.1,71,2460,16,80.8,1707,
Berrios, Jose,621244,2020,R,1099,26,94.5,2192,51.6,94.2,2158,29.6,83.4,2354,18.8,84.7,1538,
Castillo, Luis,622491,2020,R,1153,27.1,97.4,2188,52.3,97.4,2153,17.7,86.8,2489,30,88.2,1949,
Senzatela, Antonio,622608,2020,R,1136,55.9,94.3,2144,55.9,94.3,2144,33.7,84.5,2213,10.4,86.4,2133,
Maeda, Kenta,628317,2020,R,986,18.7,91.6,2270,28.5,91,2271,42.2,82.6,2512,29.3,84.5,1503,
Civale, Aaron,650644,2020,R,1200,2.5,91.3,2343,60.2,89.7,2382,30.7,77.7,2799,9.2,85.3,2028,
Lamet, Dinelson,659275,2020,R,1046,37.3,97,2495,46.6,97,2484,53.4,86.5,2616,,,,
Singer, Brady,663903,2020,R,1071,0.7,93,2199,57.9,93.3,2241,37.4,83.1,2389,4.7,87.8,2164,
Valdez, Framber,664285,2020,L,1049,2,93.2,2306,56.8,93.1,2257,33.5,80.5,2982,9.7,88.8,1720,
Gallen, Zac,668678,2020,R,1117,39,93.2,2380,64.9,90.8,2367,16.1,81.2,2432,19,84.9,1530,
Bieber, Shane,669456,2020,R,1238,37.4,94.1,2354,53.6,92.7,2407,37.9,83.9,2413,8.5,88.7,1665,
Wainwright, Adam,425794,2021,R,648,11,89.4,2208,60.8,87.8,2286,32.6,73.4,2805,6.6,83.3,1711,
Greinke, Zack,425844,2021,R,712,37.9,88.5,2267,46.8,88.7,2251,30.8,74.9,2418,22.5,86.6,1651,
Hill, Rich,448179,2021,L,599,42.1,88.8,2375,53.9,87.9,2381,46.1,72.7,2804,,,,
Morton, Charlie,450203,2021,R,671,29.2,95.1,2348,65.9,93.4,2271,32.3,79.4,3045,1.8,86.2,2085,
Scherzer, Max,453286,2021,R,697,47.5,93.8,2491,58.1,93.1,2497,27,83.2,2447,14.9,84.8,1489,
Kershaw, Clayton,477132,2021,L,643,37.2,90.9,2564,37.2,90.9,2564,62.8,84.1,2661,,,,
Pineda, Michael,501381,2021,R,588,51.9,90.8,1986,51.9,90.8,1986,34.4,81.8,1994,13.8,85.4,1739,
Gibson, Kyle,502043,2021,R,704,12.9,93.2,2310,63.8,92,2267,25.4,82.3,2519,10.8,85.1,1746,
Darvish, Yu,506433,2021,R,751,18.1,94.5,2542,61,89.2,2657,34.2,79.7,2769,4.8,89.9,1489,
Bumgarner, Madison,518516,2021,L,714,35.9,90.8,2500,73.4,88.4,2534,23,78.9,2667,3.6,84.3,1706,
Duffy, Danny,518633,2021,L,690,42.3,93.8,2281,53.6,93.7,2266,30.7,81.7,2479,15.7,84.9,2302,
Harvey, Matt,518774,2021,R,679,38.1,93.3,2135,62.3,93,2128,27.4,84.1,2372,10.3,84.8,1651,
Kelly, Merrill,518876,2021,R,734,34.6,91.3,2418,63.8,91.1,2385,19.2,80.6,2610,17,86.2,2065,
Anderson, Tyler,542881,2021,L,627,34.8,90.1,2418,71.6,87.7,2486,0.8,75,2555,27.6,80.4,1923,
Cole, Gerrit,543037,2021,R,801,46.6,97.1,2568,46.6,97.1,2568,38,85.7,2774,15.5,88.9,1766,
DeSclafani, Anthony,543101,2021,R,676,26,93.7,2285,47.5,93.9,2216,43.8,86.2,2115,8.7,87.9,1593,
Eovaldi, Nathan,543135,2021,R,721,43,97.1,2134,56.4,96.1,2173,31.9,81.2,2145,11.7,88.2,1595,
Lyles, Jordan,543475,2021,R,647,47.6,92.7,2343,48.5,92.7,2344,44.2,83.1,2687,7.3,85.8,1807,
Bauer, Trevor,545333,2021,R,822,45.7,93.8,2831,69.3,91,2850,29.7,80.7,3022,1,86.4,2044,
Ryu, Hyun Jin,547943,2021,L,607,28.3,89.4,1930,56.5,87.3,1969,12.9,72.6,2481,30.6,78.7,1480,
Wheeler, Zack,554430,2021,R,824,45,97.2,2389,61.9,97.1,2342,33.1,88.9,2424,5,90,1781,
Urena, Jose,570632,2021,R,643,15.4,94.6,2135,63.9,94.4,2174,26.4,86,2333,9.6,90.5,1683,
Boyd, Matthew,571510,2021,L,599,45.6,91.7,2335,48.2,91.5,2331,27.4,78,2428,24.4,79.7,1893,
Matz, Steven,571927,2021,L,614,,,,45,94.6,2164,28.2,82.2,2251,26.9,85.5,2237,
Richards, Garrett,572070,2021,R,696,54.3,93.9,2577,55,93.9,2577,45,84.4,3033,,,,
Keuchel, Dallas,572971,2021,L,654,2.1,88.6,2159,61.8,87.2,2049,7.2,77.2,2320,31,79.9,1595,
Stroman, Marcus,573186,2021,R,585,2.9,93.5,2492,64.1,92.2,2447,26,85.8,2738,9.9,87.8,1727,
Kikuchi, Yusei,579328,2021,L,656,29.7,95.1,2351,71.2,93,2386,21,82.9,2518,7.8,87,1703,
Foltynewicz, Mike,592314,2021,R,733,37.9,94.3,2176,59.1,94.1,2163,30.6,82.3,2448,10.4,86.3,1779,
Gausman, Kevin,592332,2021,R,677,51.6,94.5,2300,51.6,94.5,2300,8.6,82,2268,39.9,84,1605,
Gray, Jon,592351,2021,R,741,46.8,94,2137,47.4,94,2136,41.8,85,2397,10.8,86.5,1409,
Walker, Taijuan,592836,2021,R,636,31.9,94.3,2172,52.8,94,2143,32.4,82.9,2435,14.8,89.6,1697,
Martinez, Carlos,593372,2021,R,622,25.4,93.4,2074,62.5,92,2099,26.4,82.4,2085,11.1,84.9,1872,
Rodriguez, Eduardo,593958,2021,L,600,27.7,92,2172,62.3,90.6,2159,9.3,81.9,2103,28.3,87.1,2012,
deGrom, Jacob,594798,2021,R,541,63.8,98.9,2400,63.8,98.9,2400,23.5,91.6,2575,12.8,91.1,1617,
Gomber, Austin,596295,2021,L,660,45,91.7,1986,45,91.7,1986,43.9,80.6,2385,11.1,82.8,1630,
Bassitt, Chris,605135,2021,R,729,18.4,93.9,2199,76.7,92.2,2187,14.5,72.9,2359,8.8,85.4,1986,
Bundy, Dylan,605164,2021,R,613,34.7,91.7,2539,45.8,91.8,2516,37.4,78.8,2626,16.8,84.2,1780,
Musgrove, Joe,605397,2021,R,619,15.3,93.4,2573,42.3,91.6,2587,48.8,82.9,2738,8.9,86.9,2105,
Nola, Aaron,605400,2021,R,730,40.3,92.4,2131,51,91.9,2125,27.3,78.2,2492,21.8,84.5,1470,
Woodruff, Brandon,605540,2021,R,725,36.3,96.6,2383,62.5,96.6,2361,25.7,85.4,2632,11.9,86.4,1865,
Glasnow, Tyler,607192,2021,R,771,53.3,97.2,2440,53.3,97.2,2440,43.7,86.5,2880,3,91.8,1738,
Means, John,607644,2021,L,755,51.5,92.6,2402,51.5,92.6,2402,19.5,80.6,2358,29,83,2279,
Irvin, Cole,608344,2021,L,629,38.6,90.8,1962,59.9,90.7,1947,19.9,81.3,1982,20.2,83.8,1588,
Marquez, German,608566,2021,R,682,46.8,94.8,2079,53.8,94.7,2073,44.7,85.5,2506,1.5,85.9,1704,
Eflin, Zach,621107,2021,R,739,9.5,93,2161,54.1,92.4,2075,35,84.6,2181,10.8,85.1,1751,
Buehler, Walker,621111,2021,R,653,51.3,95.2,2633,73,94.5,2656,27,82.7,3006,,,,
McCullers Jr., Lance,621121,2021,R,688,,,,37.2,93.2,2196,45.9,85.3,2779,16.9,86,1819,
Berrios, Jose,621244,2021,R,631,31.4,94.2,2288,54.2,94.1,2243,33.4,83.9,2349,12.4,86.2,1490,
Castillo, Luis,622491,2021,R,682,28.9,96.2,2275,48.7,96.2,2230,16.3,84.6,2376,35,86.9,2010,
Urias, Julio,628711,2021,L,692,50,94.2,2511,50.9,94.2,2511,32.1,81.7,2910,17.1,87.3,1963,
Manaea, Sean,640455,2021,L,694,,,,57.9,91.4,1986,16,80.2,2017,26.1,84.1,1394,
Lopez, Pablo,641154,2021,R,716,29.6,93.8,2127,54.5,93.3,2112,7.5,79.9,2509,38,87.9,1961,
Yarbrough, Ryan,642232,2021,L,646,,,,56.8,83.1,2132,17.5,70.9,2312,25.7,78.8,2104,
Peralta, Freddy,642547,2021,R,666,55.9,93.3,2410,55.9,93.3,2410,37.7,79.8,2291,6.5,87.7,1620,
Alcantara, Sandy,645261,2021,R,742,24.4,97.6,2320,49.7,97.3,2343,23.7,88.7,2409,26.5,91.6,2032,
Civale, Aaron,650644,2021,R,679,26.8,91.3,2309,55.7,89.9,2373,29.7,79.6,2741,14.6,84.9,1610,
